Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results,seed_word,source_file
voltage tester,"Informational, Transactional",12100,"1.00,0.81,1.00,0.81,0.66,0.81,0.66,0.81,0.81,0.81,1.00,0.81",25,0.37,1.0,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",521000000.0,tester,tester_broad-match_us_2025-12-12.csv
air force physical fitness test,Informational,9900,"0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.08,0.02,0.03,1.00",26,1.59,0.0,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",59300000.0,tester,tester_broad-match_us_2025-12-12.csv
allen test,Informational,9900,"1.00,1.00,0.55,0.82,1.00,1.00,0.82,0.55,0.55,0.67,0.44,0.82",23,2.52,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",501000000.0,tester,tester_broad-match_us_2025-12-12.csv
armed services vocational aptitude battery test practice,Informational,9900,"0.00,0.00,0.01,0.00,0.00,0.00,0.66,0.44,1.00,0.00,0.02,0.66",21,0.58,0.24,"Sitelinks, AI Overview, Video, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
asbestos test kit,Commercial,9900,"0.81,0.81,0.66,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,0.81",9,1.28,0.97,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",9.0,tester,tester_broad-match_us_2025-12-12.csv
backflow testing,Informational,9900,"0.54,0.44,0.36,0.36,0.44,0.54,0.66,0.81,0.66,1.00,1.00,0.81",23,16.29,0.66,"AI Overview, Image, Video, Video carousel, Short videos, Local pack, Related searches",15100000.0,tester,tester_broad-match_us_2025-12-12.csv
caaspp practice test,Informational,9900,"0.00,0.00,0.00,0.02,0.05,0.45,1.00,0.82,0.00,0.00,0.00,0.02",17,1.36,0.06,"Sitelinks, Image pack, Video, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
ck blood test,Informational,9900,"0.66,0.66,0.66,0.66,0.81,0.66,0.66,0.54,0.54,0.66,1.00,0.66",27,1.9,0.01,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",10.0,tester,tester_broad-match_us_2025-12-12.csv
comptia a+ practice test,Commercial,9900,"0.24,1.00,0.19,0.54,0.24,0.19,0.24,0.29,0.24,0.19,0.16,0.13",18,1.63,0.33,"Sitelinks, Video, People also ask, Related searches, Ads bottom",2520000.0,tester,tester_broad-match_us_2025-12-12.csv
digital pregnancy test,"Informational, Commercial",9900,"0.44,0.81,0.44,0.54,0.44,0.66,0.54,1.00,0.54,1.00,0.54,0.54",21,0.94,0.11,"Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Things to know",10.0,tester,tester_broad-match_us_2025-12-12.csv
electroencephalogram tested,Informational,9900,"0.01,0.01,0.02,0.00,0.81,0.81,1.00,0.54,0.36,0.00,0.04,0.36",23,0.74,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
free pregnancy test,Commercial,9900,"0.44,0.54,0.36,0.54,0.54,0.54,0.54,0.54,0.66,1.00,1.00,0.81",19,1.97,0.39,"AI Overview, Image, Video, Discussions and forums, Related searches, Ads bottom",369000000.0,tester,tester_broad-match_us_2025-12-12.csv
gi map test,Informational,9900,"0.54,0.81,0.54,0.66,0.81,0.66,0.66,1.00,1.00,0.81,0.66,0.54",20,2.48,1.0,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",245000000.0,tester,tester_broad-match_us_2025-12-12.csv
hair porosity test,Informational,9900,"0.66,0.66,0.66,0.54,0.66,0.81,0.66,0.66,0.66,1.00,0.66,0.54",9,0.17,0.12,"Sitelinks, AI Overview, Image pack, Video, Discussions and forums, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
iat test,Navigational,9900,"0.81,0.81,0.66,0.29,0.54,1.00,0.54,0.36,0.36,0.24,0.24,0.66",22,3.69,0.02,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
low mean cell volume blood test,Informational,9900,"0.05,0.01,0.04,0.00,0.66,1.00,0.81,0.81,0.44,0.00,0.05,0.36",28,0.01,0.0,"Sitelinks, AI Overview, Image, Video, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
mcat practice test,Informational,9900,"0.44,0.44,0.66,0.66,0.66,1.00,1.00,0.81,0.81,0.81,1.00,0.81",28,1.34,0.19,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches, Ads bottom",10.0,tester,tester_broad-match_us_2025-12-12.csv
mch in blood test is high,Informational,9900,"0.00,0.01,0.04,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.04,0.00",25,0.01,0.0,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
mchc laboratory test,Informational,9900,"0.00,0.00,0.00,0.00,0.16,1.00,0.00,0.00,0.00,0.00,0.01,0.20",26,0.02,0.01,"Sitelinks, AI Overview, Image, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
neurodivergent test,"Informational, Commercial",9900,"0.67,0.67,0.82,1.00,0.67,0.82,0.82,0.55,0.44,0.67,0.67,0.67",15,0.58,0.31,"Sitelinks, Image, Image pack, Video, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
phalen test,Informational,9900,"0.54,1.00,1.00,0.16,0.54,0.24,1.00,0.54,0.44,0.81,0.81,0.81",22,0.51,0.0,"AI Overview, Image, Image pack, Video, Knowledge panel, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
print test page,"Informational, Transactional",9900,"1.00,0.81,0.67,0.81,1.00,0.81,0.67,0.81,0.67,0.67,0.81,0.54",23,1.68,0.0,"Sitelinks, Image pack, Video, Video carousel, People also ask",,tester,tester_broad-match_us_2025-12-12.csv
ptcb practice test,"Informational, Commercial",9900,"0.81,0.81,0.67,1.00,0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.81",9,1.12,0.31,"Sitelinks, Video, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
radonmätare test,Informational,9900,"0.00,0.01,0.01,0.00,0.66,0.66,1.00,0.44,0.01,0.00,0.00,0.00",7,1.47,0.69,"Sitelinks, AI Overview, Video, Related searches, See results about",9.0,tester,tester_broad-match_us_2025-12-12.csv
rsv test,Informational,9900,"0.36,0.44,1.00,1.00,0.81,0.44,0.22,0.19,0.14,0.14,0.14,0.22",29,0.94,0.17,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads bottom",35700000.0,tester,tester_broad-match_us_2025-12-12.csv
singapore urine test,Informational,9900,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.29,0.00,0.03,0.29",17,2.29,0.0,"Sitelinks, Image, Image pack, Video, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
spark plug tester,Commercial,9900,"0.66,0.44,0.44,0.54,0.44,0.81,0.81,1.00,0.54,0.81,0.54,0.81",26,0.4,1.0,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know, Ads bottom",9.0,tester,tester_broad-match_us_2025-12-12.csv
telpas practice test,Informational,9900,"0.01,0.02,0.02,0.30,1.00,0.08,0.05,0.00,0.00,0.00,0.00,0.01",11,1.61,0.0,"Sitelinks, Video, Video carousel, Related searches",33900.0,tester,tester_broad-match_us_2025-12-12.csv
test rapid streptococ,"Informational, Commercial",9900,"0.04,0.01,0.03,0.16,0.36,0.66,1.00,0.66,0.20,0.00,0.04,0.24",12,1.04,0.12,"Image, Image pack, Video, People also ask, Related searches, See results about",10.0,tester,tester_broad-match_us_2025-12-12.csv
tsi practice test,"Informational, Transactional",9900,"0.54,0.54,0.44,0.66,0.66,0.66,1.00,1.00,0.66,0.66,0.66,0.44",23,0.08,0.13,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
uibc blood test,Informational,9900,"1.00,0.67,0.67,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.67,0.54",25,0.72,0.0,"Sitelinks, Image, Video, People also ask, Related searches",201000.0,tester,tester_broad-match_us_2025-12-12.csv
what is chloride in blood test,Informational,9900,"0.81,0.81,0.54,0.66,0.81,0.81,0.66,1.00,0.81,0.66,0.81,0.66",20,0.01,0.0,"AI Overview, Image, Image pack, Video, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
when is the best time to take a pregnancy test,Commercial,9900,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00",17,0.4,0.14,"AI Overview, Video, People also ask, Discussions and forums, Related searches",7.0,tester,tester_broad-match_us_2025-12-12.csv
accu chek test strips,Informational,8100,"0.44,0.36,0.36,0.66,0.44,1.00,0.81,1.00,0.54,0.54,0.54,0.66",25,1.69,1.0,"Sitelinks, Image, Video, People also ask, Related searches, Ads bottom",2120000.0,tester,tester_broad-match_us_2025-12-12.csv
adhd test free,Informational,8100,"1.00,0.66,0.81,0.81,0.81,0.81,0.66,0.54,0.44,0.54,0.54,0.54",23,0.4,0.73,"Sitelinks, People also ask, Discussions and forums, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
ase practice test,"Informational, Transactional",8100,"0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,0.66,0.54,0.66,0.66",19,0.4,0.28,"Sitelinks, Image pack, Video, Video carousel, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
astigmatism test,Informational,8100,"0.82,1.00,0.82,0.66,0.82,0.66,0.66,0.55,0.55,0.43,0.43,0.66",9,0.98,0.1,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads bottom, Ads middle",10.0,tester,tester_broad-match_us_2025-12-12.csv
c reactive protein test,Informational,8100,"1.00,1.00,0.81,1.00,0.81,0.67,0.67,0.67,0.81,0.81,0.81,0.81",23,1.25,0.04,"AI Overview, Image, Image pack, Video, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
clearblue ovulation test,Commercial,8100,"0.66,0.36,0.54,0.44,0.36,0.66,0.44,0.66,1.00,0.66,0.44,0.54",29,0.48,0.23,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",3010000.0,tester,tester_broad-match_us_2025-12-12.csv
crash test dummies mmm lyrics,Informational,8100,"0.54,0.23,0.36,0.36,0.44,0.54,0.67,0.81,0.67,1.00,0.81,0.81",26,0.13,0.0,"Sitelinks, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",45400.0,tester,tester_broad-match_us_2025-12-12.csv
dog pregnancy test,"Informational, Transactional",8100,"0.54,0.54,1.00,1.00,0.44,1.00,0.81,0.81,0.66,0.66,0.54,0.44",11,0.65,0.9,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",289000000.0,tester,tester_broad-match_us_2025-12-12.csv
elevated rdw in blood test,Informational,8100,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.00,0.00",22,0.96,0.0,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Things to know",9.0,tester,tester_broad-match_us_2025-12-12.csv
hesi practice test,"Informational, Transactional",8100,"0.67,0.67,0.67,1.00,0.81,1.00,1.00,0.81,0.67,1.00,0.81,0.81",23,0.6,0.38,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads bottom",9.0,tester,tester_broad-match_us_2025-12-12.csv
houses in harry potter test,Informational,8100,"0.07,0.02,0.05,0.00,0.66,0.81,1.00,1.00,0.54,0.00,0.16,0.24",28,0.04,0.13,"Sitelinks, Image, Image pack, Video, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
how to pass mouth swab test in 12 hours,Informational,8100,"1.00,0.66,0.66,0.66,0.29,0.66,0.66,0.54,0.44,0.54,0.54,0.54",17,0.48,0.0,"Sitelinks, AI Overview, Image, Discussions and forums, Related searches",3000000.0,tester,tester_broad-match_us_2025-12-12.csv
how to test a capacitor,Informational,8100,"0.36,0.44,0.44,0.54,0.54,0.44,0.54,0.66,0.81,1.00,0.81,0.66",26,0.09,0.02,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
labrador test,"Informational, Transactional",8100,"0.08,0.01,0.05,0.01,0.66,0.81,0.66,0.44,0.44,0.00,0.07,1.00",17,4.01,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
lipoprotein a test,Informational,8100,"0.66,0.66,0.44,0.66,0.66,1.00,1.00,1.00,0.66,0.81,0.81,0.81",26,1.45,0.4,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",8.0,tester,tester_broad-match_us_2025-12-12.csv
low mpv blood test,Informational,8100,"0.54,0.54,0.54,0.66,0.66,1.00,0.81,0.81,0.66,0.66,0.66,0.66",16,0.68,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
methylation test,Informational,8100,"0.81,0.53,0.53,0.81,0.67,0.67,0.81,1.00,0.67,0.67,0.81,0.53",23,4.09,1.0,"AI Overview, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom",12500000.0,tester,tester_broad-match_us_2025-12-12.csv
mthfr gene mutation test,Informational,8100,"0.54,0.44,0.54,0.54,0.66,0.66,0.54,1.00,0.54,0.66,0.81,0.81",7,1.03,0.96,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, Ads bottom",10.0,tester,tester_broad-match_us_2025-12-12.csv
perc test,Informational,8100,"0.81,0.54,0.54,0.81,0.81,1.00,1.00,0.66,0.81,0.81,0.81,0.81",8,4.29,0.14,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",10.0,tester,tester_broad-match_us_2025-12-12.csv
polygraph test near me,Transactional,8100,"1.00,1.00,1.00,0.67,1.00,0.55,0.36,0.44,0.44,0.36,0.36,0.82",13,0.92,0.14,"Sitelinks, Local pack, Related searches",,tester,tester_broad-match_us_2025-12-12.csv
pool test kit,Commercial,8100,"0.08,0.08,0.08,0.08,0.10,0.29,0.66,1.00,0.66,0.44,0.24,0.29",24,0.51,0.85,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",152000000.0,tester,tester_broad-match_us_2025-12-12.csv
racepurity test,Informational,8100,"0.66,0.81,0.81,0.66,0.54,0.66,0.66,1.00,0.81,0.81,1.00,0.54",26,4.46,0.0,"Image, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
relay tester,"Informational, Transactional",8100,"1.00,0.66,0.81,0.81,0.81,0.81,0.81,0.66,0.66,1.00,0.66,0.66",9,0.48,1.0,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Popular products",211000000.0,tester,tester_broad-match_us_2025-12-12.csv
servsafe manager practice test,Informational,8100,"0.66,0.54,0.54,0.66,0.81,1.00,0.81,0.81,0.54,0.66,0.66,0.66",20,0.41,0.37,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom, Ads middle",267000.0,tester,tester_broad-match_us_2025-12-12.csv
speakeasy internet speed test,Informational,8100,"1.00,0.36,0.54,0.23,0.81,0.54,0.16,0.20,0.54,0.30,0.67,0.20",20,1.59,0.01,"Sitelinks, Video, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
substantial presence test,Navigational,8100,"0.44,0.44,0.36,0.66,0.81,1.00,1.00,0.29,0.36,0.36,0.29,0.29",19,0.97,0.0,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",8.0,tester,tester_broad-match_us_2025-12-12.csv
test car battery with a multimeter,Informational,8100,"0.10,0.10,0.19,0.19,0.44,1.00,0.66,0.81,0.44,0.36,0.66,0.29",16,0.16,0.09,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
test tube holder,"Informational, Transactional",8100,"0.16,0.06,0.06,0.25,0.10,0.09,0.10,0.09,0.06,0.09,1.00,0.81",24,1.12,0.23,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",243000000.0,tester,tester_broad-match_us_2025-12-12.csv
tests carpal tunnel,Informational,8100,"0.00,0.00,0.00,0.00,0.66,0.81,0.81,1.00,0.54,0.00,0.07,0.44",21,0.53,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",5.0,tester,tester_broad-match_us_2025-12-12.csv
total protein blood test,Informational,8100,"0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,1.00,0.81,1.00,0.81",16,2.02,0.0,"AI Overview, Image, Video, People also ask, Related searches, Things to know",10.0,tester,tester_broad-match_us_2025-12-12.csv
true metrix test strips,Informational,8100,"0.67,0.67,0.67,0.81,0.67,0.81,0.67,0.67,0.81,0.81,1.00,1.00",25,0.56,1.0,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",180000.0,tester,tester_broad-match_us_2025-12-12.csv
vo2 max test,Informational,8100,"0.36,0.44,0.54,0.44,0.44,0.66,0.66,0.66,0.54,0.66,0.81,1.00",24,1.78,0.08,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom",10.0,tester,tester_broad-match_us_2025-12-12.csv
voice range test,Informational,8100,"0.81,0.66,0.66,0.54,0.44,0.81,0.81,0.54,0.81,0.81,0.66,1.00",28,1.3,0.02,"Sitelinks, Image pack, Video, Video carousel, People also ask",,tester,tester_broad-match_us_2025-12-12.csv
water testing kit,"Informational, Transactional",8100,"0.54,0.81,0.66,0.54,0.66,0.54,0.44,0.54,1.00,0.66,0.54,1.00",29,1.35,0.68,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",,tester,tester_broad-match_us_2025-12-12.csv
wonderlic practice test,"Informational, Commercial",8100,"0.81,0.66,0.66,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,0.81",17,0.09,0.22,"Sitelinks, Video, Video carousel, People also ask, Related searches",7.0,tester,tester_broad-match_us_2025-12-12.csv
3 hour glucose test,Informational,6600,"0.81,0.81,0.67,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.67",25,1.22,0.0,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Things to know",127000000.0,tester,tester_broad-match_us_2025-12-12.csv
ar test,"Informational, Transactional",6600,"0.55,0.43,0.30,0.30,0.43,0.55,1.00,0.55,0.11,0.18,0.36,0.82",24,2.62,0.01,"Video, Video carousel, Related searches",3180000000.0,tester,tester_broad-match_us_2025-12-12.csv
army physical fitness test,Informational,6600,"0.67,0.81,1.00,0.67,1.00,1.00,1.00,0.81,0.81,0.81,0.54,0.81",23,1.14,0.01,"AI Overview, Image pack, Video, Video carousel, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
blood tests how long to fast before,Informational,6600,"0.00,0.02,0.07,0.01,0.81,1.00,1.00,0.66,0.66,0.00,0.08,0.00",17,0.07,0.0,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",10.0,tester,tester_broad-match_us_2025-12-12.csv
bun test,Informational,6600,"0.81,0.81,0.66,0.81,0.81,1.00,0.81,0.81,0.66,0.66,0.66,0.66",24,0.86,0.01,"AI Overview, Image, Image pack, Video, Knowledge panel, Related searches",9.0,tester,tester_broad-match_us_2025-12-12.csv
ca 125 blood test,Informational,6600,"0.54,0.44,0.81,1.00,0.54,0.44,0.54,0.54,0.81,0.36,0.29,0.36",21,1.71,0.19,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Ads bottom",10.0,tester,tester_broad-match_us_2025-12-12.csv
centerhøjttaler test,Commercial,6600,"0.01,0.01,0.01,0.00,0.81,0.66,1.00,0.54,0.54,0.00,0.02,0.54",8,0.42,0.03,"Sitelinks, Video, People also ask, Related searches",3950.0,tester,tester_broad-match_us_2025-12-12.csv
