phrase,seed_word,source_type,frequency,intent,volume,keyword_difficulty,cpc
faint line on pregnancy test,tester,semrush,14800,Informational,14800,19,0.43
false positive pregnancy test,tester,semrush,14800,Informational,14800,23,0.01
how to pass a drug test,tester,semrush,14800,Informational,14800,14,1.25
illuminate testing,tester,semrush,14800,Informational,14800,29,0.57
liability adequacy test,tester,semrush,14800,Informational,14800,10,1.17
postal service covid tests,tester,semrush,14800,"Informational, Transactional",14800,28,2.28
racism purity test,tester,semrush,14800,Informational,14800,16,4.46
sneak peek gender test,tester,semrush,14800,"Informational, Transactional",14800,13,1.34
speakeasy speed test,tester,semrush,14800,Informational,14800,22,0.19
testing for allergic reactions,tester,semrush,14800,Informational,14800,25,2.06
tibc blood test,tester,semrush,14800,Informational,14800,20,0.72
what does rdw stand for on blood test,tester,semrush,14800,Informational,14800,18,0.01
5 panel drug test,tester,semrush,12100,Informational,12100,18,2.16
aces assessment test,tester,semrush,12100,Informational,12100,24,0.65
aces test,tester,semrush,12100,"Informational, Commercial",12100,24,0.58
alk phos blood test,tester,semrush,12100,Informational,12100,28,1.41
casper test,tester,semrush,12100,Navigational,12100,25,1.3
compliance test specification,tester,semrush,12100,Informational,12100,20,2.0
compression tester,tester,semrush,12100,Commercial,12100,28,0.39
how many questions are on the permit test,tester,semrush,12100,Informational,12100,29,0.08
how to test alternator,tester,semrush,12100,Informational,12100,21,0.05
hsg test,tester,semrush,12100,Informational,12100,28,5.17
love language test free,tester,semrush,12100,"Informational, Transactional",12100,28,0.84
mchc blood test high,tester,semrush,12100,Informational,12100,27,0.02
pre polytechnic test,tester,semrush,12100,"Informational, Commercial",12100,16,1.36
psychopath test,tester,semrush,12100,"Informational, Commercial",12100,25,0.26
raised mcv in blood test,tester,semrush,12100,Informational,12100,21,0.01
regression testing,tester,semrush,12100,Informational,12100,28,7.84
sat reasoning test dates,tester,semrush,12100,Informational,12100,27,0.34
servsafe practice test,tester,semrush,12100,"Informational, Transactional",12100,24,0.24
smog test,tester,semrush,12100,Commercial,12100,25,1.58
specific gravity test for urine,tester,semrush,12100,Informational,12100,13,2.61
test boost max,tester,semrush,12100,"Informational, Transactional",12100,22,3.72
titer test,tester,semrush,12100,Informational,12100,21,2.5
vital surge testo gummies,tester,semrush,12100,"Informational, Commercial",12100,25,0.74
vocal range test,tester,semrush,12100,Informational,12100,25,1.41
voltage tester,tester,semrush,12100,"Informational, Transactional",12100,25,0.37
air force physical fitness test,tester,semrush,9900,Informational,9900,26,1.59
allen test,tester,semrush,9900,Informational,9900,23,2.52
armed services vocational aptitude battery test practice,tester,semrush,9900,Informational,9900,21,0.58
asbestos test kit,tester,semrush,9900,Commercial,9900,9,1.28
backflow testing,tester,semrush,9900,Informational,9900,23,16.29
caaspp practice test,tester,semrush,9900,Informational,9900,17,1.36
ck blood test,tester,semrush,9900,Informational,9900,27,1.9
comptia a+ practice test,tester,semrush,9900,Commercial,9900,18,1.63
digital pregnancy test,tester,semrush,9900,"Informational, Commercial",9900,21,0.94
electroencephalogram tested,tester,semrush,9900,Informational,9900,23,0.74
free pregnancy test,tester,semrush,9900,Commercial,9900,19,1.97
gi map test,tester,semrush,9900,Informational,9900,20,2.48
hair porosity test,tester,semrush,9900,Informational,9900,9,0.17
iat test,tester,semrush,9900,Navigational,9900,22,3.69
low mean cell volume blood test,tester,semrush,9900,Informational,9900,28,0.01
mcat practice test,tester,semrush,9900,Informational,9900,28,1.34
mch in blood test is high,tester,semrush,9900,Informational,9900,25,0.01
mchc laboratory test,tester,semrush,9900,Informational,9900,26,0.02
neurodivergent test,tester,semrush,9900,"Informational, Commercial",9900,15,0.58
phalen test,tester,semrush,9900,Informational,9900,22,0.51
print test page,tester,semrush,9900,"Informational, Transactional",9900,23,1.68
ptcb practice test,tester,semrush,9900,"Informational, Commercial",9900,9,1.12
radonmätare test,tester,semrush,9900,Informational,9900,7,1.47
rsv test,tester,semrush,9900,Informational,9900,29,0.94
singapore urine test,tester,semrush,9900,Informational,9900,17,2.29
spark plug tester,tester,semrush,9900,Commercial,9900,26,0.4
telpas practice test,tester,semrush,9900,Informational,9900,11,1.61
test rapid streptococ,tester,semrush,9900,"Informational, Commercial",9900,12,1.04
tsi practice test,tester,semrush,9900,"Informational, Transactional",9900,23,0.08
uibc blood test,tester,semrush,9900,Informational,9900,25,0.72
what is chloride in blood test,tester,semrush,9900,Informational,9900,20,0.01
when is the best time to take a pregnancy test,tester,semrush,9900,Commercial,9900,17,0.4
accu chek test strips,tester,semrush,8100,Informational,8100,25,1.69
adhd test free,tester,semrush,8100,Informational,8100,23,0.4
ase practice test,tester,semrush,8100,"Informational, Transactional",8100,19,0.4
astigmatism test,tester,semrush,8100,Informational,8100,9,0.98
c reactive protein test,tester,semrush,8100,Informational,8100,23,1.25
clearblue ovulation test,tester,semrush,8100,Commercial,8100,29,0.48
crash test dummies mmm lyrics,tester,semrush,8100,Informational,8100,26,0.13
dog pregnancy test,tester,semrush,8100,"Informational, Transactional",8100,11,0.65
elevated rdw in blood test,tester,semrush,8100,Informational,8100,22,0.96
hesi practice test,tester,semrush,8100,"Informational, Transactional",8100,23,0.6
houses in harry potter test,tester,semrush,8100,Informational,8100,28,0.04
how to pass mouth swab test in 12 hours,tester,semrush,8100,Informational,8100,17,0.48
how to test a capacitor,tester,semrush,8100,Informational,8100,26,0.09
labrador test,tester,semrush,8100,"Informational, Transactional",8100,17,4.01
lipoprotein a test,tester,semrush,8100,Informational,8100,26,1.45
low mpv blood test,tester,semrush,8100,Informational,8100,16,0.68
methylation test,tester,semrush,8100,Informational,8100,23,4.09
mthfr gene mutation test,tester,semrush,8100,Informational,8100,7,1.03
perc test,tester,semrush,8100,Informational,8100,8,4.29
polygraph test near me,tester,semrush,8100,Transactional,8100,13,0.92
pool test kit,tester,semrush,8100,Commercial,8100,24,0.51
racepurity test,tester,semrush,8100,Informational,8100,26,4.46
relay tester,tester,semrush,8100,"Informational, Transactional",8100,9,0.48
servsafe manager practice test,tester,semrush,8100,Informational,8100,20,0.41
speakeasy internet speed test,tester,semrush,8100,Informational,8100,20,1.59
substantial presence test,tester,semrush,8100,Navigational,8100,19,0.97
test car battery with a multimeter,tester,semrush,8100,Informational,8100,16,0.16
test tube holder,tester,semrush,8100,"Informational, Transactional",8100,24,1.12
tests carpal tunnel,tester,semrush,8100,Informational,8100,21,0.53
total protein blood test,tester,semrush,8100,Informational,8100,16,2.02
true metrix test strips,tester,semrush,8100,Informational,8100,25,0.56
vo2 max test,tester,semrush,8100,Informational,8100,24,1.78
voice range test,tester,semrush,8100,Informational,8100,28,1.3
water testing kit,tester,semrush,8100,"Informational, Transactional",8100,29,1.35
wonderlic practice test,tester,semrush,8100,"Informational, Commercial",8100,17,0.09
3 hour glucose test,tester,semrush,6600,Informational,6600,25,1.22
ar test,tester,semrush,6600,"Informational, Transactional",6600,24,2.62
army physical fitness test,tester,semrush,6600,Informational,6600,23,1.14
blood tests how long to fast before,tester,semrush,6600,Informational,6600,17,0.07
bun test,tester,semrush,6600,Informational,6600,24,0.86
ca 125 blood test,tester,semrush,6600,Informational,6600,21,1.71
centerhøjttaler test,tester,semrush,6600,Commercial,6600,8,0.42
charges for eye test,tester,semrush,6600,Informational,6600,18,2.61
clear blue ovulation tests,tester,semrush,6600,Commercial,6600,29,0.48
coolant pressure tester,tester,semrush,6600,Commercial,6600,28,0.47
dollar tree pregnancy test,tester,semrush,6600,"Informational, Transactional",6600,25,0.54
drivers ed practice test ga,tester,semrush,6600,"Informational, Commercial",6600,28,0.06
drivers ed practice test ny,tester,semrush,6600,Informational,6600,21,0.06
elpac practice test,tester,semrush,6600,Informational,6600,25,1.25
false negative pregnancy test,tester,semrush,6600,Informational,6600,23,0.32
ferritin test,tester,semrush,6600,Informational,6600,16,1.47
fuel pressure tester,tester,semrush,6600,"Informational, Transactional",6600,23,0.41
ga license permit practice test,tester,semrush,6600,Informational,6600,27,0.06
high vcm blood test,tester,semrush,6600,Informational,6600,26,0.01
how long after implantation bleeding can i test,tester,semrush,6600,Informational,6600,25,0.15
how much is a dna test,tester,semrush,6600,Informational,6600,20,0.42
how to test car battery,tester,semrush,6600,Informational,6600,29,0.17
igg blood test,tester,semrush,6600,Informational,6600,23,2.27
iq test of albert einstein,tester,semrush,6600,Informational,6600,9,0.67
ketone test strips,tester,semrush,6600,Commercial,6600,26,0.33
lead test kit,tester,semrush,6600,"Informational, Commercial",6600,21,0.78
light line on a pregnancy test,tester,semrush,6600,Informational,6600,23,0.43
love tester unblocked,tester,semrush,6600,"Informational, Commercial",6600,24,0.02
low sgot in blood test,tester,semrush,6600,Informational,6600,22,0.73
lymphocytes blood test,tester,semrush,6600,Informational,6600,27,0.68
nuclear ab lab test,tester,semrush,6600,Informational,6600,23,2.1
ohio temps practice test,tester,semrush,6600,Informational,6600,25,0.04
optimum speed test,tester,semrush,6600,Informational,6600,26,2.48
outlet tester,tester,semrush,6600,"Informational, Transactional",6600,23,0.4
ph test strips,tester,semrush,6600,Commercial,6600,5,0.81
practice permit test ny,tester,semrush,6600,Informational,6600,29,0.06
pregmate pregnancy test,tester,semrush,6600,Informational,6600,26,0.26
pregnancy test calculator,tester,semrush,6600,"Informational, Commercial",6600,28,1.55
pregnancy test with weeks indicator,tester,semrush,6600,"Informational, Transactional",6600,15,1.24
rational test virtualization server,tester,semrush,6600,Informational,6600,13,1.38
rdw in blood test is high,tester,semrush,6600,Informational,6600,20,0.96
released staar test,tester,semrush,6600,"Informational, Transactional",6600,27,2.07
reliability test system,tester,semrush,6600,Informational,6600,11,0.1
saliva drug test,tester,semrush,6600,Informational,6600,18,3.4
sat test dates 2024,tester,semrush,6600,Informational,6600,28,0.57
soil ph test kit,tester,semrush,6600,Commercial,6600,20,0.42
teas practice test free,tester,semrush,6600,Commercial,6600,26,0.45
test print page,tester,semrush,6600,Informational,6600,18,1.71
test tubes,tester,semrush,6600,"Informational, Commercial",6600,13,1.13
tested love,tester,semrush,6600,Informational,6600,26,0.02
thematic apperception test,tester,semrush,6600,Informational,6600,22,4.25
thomas test,tester,semrush,6600,Informational,6600,26,0.03
traumatisierung test,tester,semrush,6600,"Informational, Commercial",6600,24,0.5
visual field test,tester,semrush,6600,Informational,6600,11,2.39
walgreens pregnancy test,tester,semrush,6600,"Informational, Transactional",6600,28,0.45
water hardness test kit,tester,semrush,6600,"Informational, Commercial",6600,16,1.0
when should do pregnancy test,tester,semrush,6600,Informational,6600,17,0.47
when to test for pregnancy,tester,semrush,6600,Informational,6600,27,0.46
4 panel drug test,tester,semrush,5400,Informational,5400,13,3.9
adeq vehicle emissions testing station,tester,semrush,5400,Commercial,5400,23,2.8
ados testing,tester,semrush,5400,Informational,5400,15,3.12
air quality testing,tester,semrush,5400,Commercial,5400,18,1.97
aptt laboratory test,tester,semrush,5400,"Informational, Commercial",5400,28,2.06
aquarium water test kit,tester,semrush,5400,Commercial,5400,10,0.36
ar test answers,tester,semrush,5400,Informational,5400,22,2.47
asvab practice test air force,tester,semrush,5400,"Informational, Commercial",5400,29,0.34
battery load tester,tester,semrush,5400,"Informational, Transactional",5400,20,0.48
best dog dna test,tester,semrush,5400,Commercial,5400,23,1.86
bloodwork ck test,tester,semrush,5400,Informational,5400,26,1.9
character disorder test,tester,semrush,5400,Commercial,5400,28,0.58
citizenship practice test questions and answers,tester,semrush,5400,Informational,5400,24,0.34
cmas practice test,tester,semrush,5400,"Informational, Commercial",5400,16,1.26
cogat test,tester,semrush,5400,"Informational, Transactional",5400,24,0.99
colour blind ishihara test,tester,semrush,5400,"Informational, Commercial",5400,24,0.08
common admission test books,tester,semrush,5400,"Informational, Commercial",5400,12,1.01
conception indicator test,tester,semrush,5400,Commercial,5400,23,1.23
continuity tester,tester,semrush,5400,"Informational, Transactional",5400,23,0.44
dirt ph test kit,tester,semrush,5400,"Informational, Transactional",5400,26,0.41
early gender test,tester,semrush,5400,"Informational, Commercial",5400,22,1.47
eye test and contact lens test,tester,semrush,5400,Commercial,5400,6,3.95
fake pregnancy test,tester,semrush,5400,Commercial,5400,28,0.28
fast testing portal,tester,semrush,5400,Navigational,5400,28,3.84
florida permit test,tester,semrush,5400,"Informational, Commercial",5400,28,1.73
free adhd test,tester,semrush,5400,Informational,5400,21,0.36
general achievement test,tester,semrush,5400,Informational,5400,18,7.6
gfci tester,tester,semrush,5400,"Informational, Transactional",5400,17,0.4
godly gifts test,tester,semrush,5400,Commercial,5400,14,1.46
gold testing kit,tester,semrush,5400,Commercial,5400,25,0.32
hazmat practice test,tester,semrush,5400,"Informational, Transactional",5400,15,0.13
high mean cell volume blood test,tester,semrush,5400,Informational,5400,27,0.01
how accurate are pregnancy tests,tester,semrush,5400,Informational,5400,26,0.31
how to test a relay,tester,semrush,5400,Informational,5400,29,0.49
iar practice tests,tester,semrush,5400,Informational,5400,27,1.42
isee test,tester,semrush,5400,Informational,5400,24,3.39
ishihara color test,tester,semrush,5400,"Informational, Commercial",5400,17,0.07
kinsey scale test,tester,semrush,5400,Informational,5400,29,0.03
male archetype test,tester,semrush,5400,Informational,5400,17,0.42
maps assessment test,tester,semrush,5400,Informational,5400,22,0.77
mcap practice test,tester,semrush,5400,"Informational, Commercial",5400,28,1.81
mch and blood test,tester,semrush,5400,Informational,5400,19,0.63
mch in lab test,tester,semrush,5400,Informational,5400,18,0.67
mcv in blood test is low,tester,semrush,5400,Informational,5400,26,0.01
medway community healthcare blood test,tester,semrush,5400,"Informational, Transactional",5400,6,0.67
mmse test,tester,semrush,5400,"Informational, Transactional",5400,20,1.14
monocytes blood test,tester,semrush,5400,Informational,5400,25,0.66
monospot test,tester,semrush,5400,"Informational, Commercial",5400,25,1.08
mycotoxin test,tester,semrush,5400,Informational,5400,28,1.7
natera genetic testing,tester,semrush,5400,Navigational,5400,23,2.25
numerus clausus test,tester,semrush,5400,Informational,5400,9,0.1
ohio permit test,tester,semrush,5400,Informational,5400,23,0.05
ohio temps test,tester,semrush,5400,Informational,5400,22,0.05
online practice permit test ga,tester,semrush,5400,Informational,5400,29,0.06
paraprofessional test,tester,semrush,5400,Informational,5400,24,0.39
paternity test while pregnant,tester,semrush,5400,Informational,5400,13,1.69
percolation test,tester,semrush,5400,Informational,5400,16,4.8
permit test ma practice test,tester,semrush,5400,"Informational, Commercial",5400,20,0.07
personality problems test,tester,semrush,5400,Commercial,5400,25,0.58
ph kit for soil testing,tester,semrush,5400,"Informational, Transactional",5400,16,0.41
pizzeria testa,tester,semrush,5400,Navigational,5400,26,0.93
pooh pathology test,tester,semrush,5400,Informational,5400,15,0.25
pool test strips,tester,semrush,5400,"Informational, Commercial",5400,20,0.53
ppd test near me,tester,semrush,5400,Transactional,5400,29,2.17
psychopathy test,tester,semrush,5400,"Informational, Commercial",5400,29,0.24
rdw test in blood,tester,semrush,5400,Informational,5400,12,0.61
same day road test,tester,semrush,5400,"Navigational, Commercial",5400,25,0.06
sample permit test ma,tester,semrush,5400,"Informational, Transactional",5400,26,0.07
soil ph tester,tester,semrush,5400,"Informational, Commercial",5400,23,0.45
spirit animal test,tester,semrush,5400,Informational,5400,23,0.18
target test prep,tester,semrush,5400,Navigational,5400,26,2.26
tb testing skin,tester,semrush,5400,Informational,5400,26,2.34
tds tester,tester,semrush,5400,"Informational, Commercial",5400,21,0.46
test car battery with multimeter,tester,semrush,5400,Informational,5400,21,0.16
test tube rack,tester,semrush,5400,"Informational, Transactional",5400,8,3.04
tibc blood test high,tester,semrush,5400,Informational,5400,25,0.32
